,task,num_simulations,num_observation,algorithm,seed,C2ST,C2ST_Z,MMD,MMD_Z,MEDDIST,MEANERR,VARERR,C2ST_1K,C2ST_1K_Z,MMD_1K,MMD_1K_Z,MEDDIST_1K,NLTP,RT,KSD,KSD_1K,num_simulations_simulator,path,folder,num_bins,num_transforms,num_trials,ABSMEANERR,ABSVARERR,DISP
123,ddm,100000,1,LAN,158697878,0.50075,0.51605,0.0004377365,0.00022161007,0.21331292,0.024292783284510205,0.025257810107811175,0.498,0.513,0.00012946129,0.00033652782,0.18510824,,47.547871907552086,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/0,0,,,1,0.013705696578776252,0.008523293507057782,0.9988166658779818
123,ddm,100000,1,MNLE,3217264884,0.50155,0.50265,0.00021588802,5.4359436e-05,0.21248591,0.015423750905886909,0.010663579307493528,0.486,0.51,-0.000682354,0.00014162064,0.21476816,,24.94795125325521,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/0,0,5.0,5.0,1,0.01045162860887687,0.006986041854917448,0.9954540658897437
123,ddm,100000,1,MNLE*,3217264884,0.5124499797821045,0.50265,0.00021588802,5.4359436e-05,0.21248591,0.02298343430787032,0.013870462234910287,0.486,0.51,-0.000682354,0.00014162064,0.21476816,,24.94795125325521,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/0,0,5.0,5.0,1,0.017241823602371795,0.007918899138253168,0.9937921423809923
63,ddm,100000,2,LAN,3356959328,0.50355,0.5056,0.00021529198,0.00013303757,0.34038353,0.020476081212772924,0.02344746058264367,0.5225,0.523,0.0026688576,0.0017726421,0.36779958,,46.94867757161458,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/1,1,,,1,0.011286025490750029,0.015089546994154983,0.9802751438217768
63,ddm,100000,2,MNLE,2997589923,0.5112,0.51015,0.0001487732,0.00010085106,0.3304751,0.019228668479184727,0.020451490005132023,0.5,0.494,0.000113368034,-0.00010406971,0.28077972,,24.436859130859375,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/1,1,5.0,5.0,1,0.008597166717236482,0.005772237275699067,0.979548509994868
63,ddm,100000,2,MNLE*,2997589923,0.5062000155448914,0.51015,0.0001487732,0.00010085106,0.3304751,0.016810248958969817,0.012657494745226015,0.5,0.494,0.000113368034,-0.00010406971,0.28077972,,24.436859130859375,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/1,1,5.0,5.0,1,0.006659914051312055,0.006301659295061867,0.987342505254774
28,ddm,100000,3,LAN,1882284880,0.5062,0.5203,7.1525574e-06,0.00010216236,0.3039754,0.020565990670807638,0.023420916374066077,0.497,0.48,0.00050389767,-0.00015687943,0.26385167,,47.25564778645833,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/2,2,,,1,0.007894572787162185,0.0032167221249465873,0.9936102968206272
28,ddm,100000,3,MNLE,2812929804,0.498,0.5118,-5.4717064e-05,-4.6014786e-05,0.30499506,0.0029153348516596867,0.013341427666666655,0.482,0.493,0.0007318258,-0.00023424625,0.28219834,,24.6744140625,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/2,2,5.0,5.0,1,0.00112631580288719,0.004131506909714365,0.9978886078900044
28,ddm,100000,3,MNLE*,2812929804,0.5029000043869019,0.5118,-5.4717064e-05,-4.6014786e-05,0.30499506,0.013797013549832133,0.014039466255082247,0.482,0.493,0.0007318258,-0.00023424625,0.28219834,,24.6744140625,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/2,2,5.0,5.0,1,0.006883105081718743,0.004500871722898089,0.9913049800595519
122,ddm,100000,4,LAN,300410215,0.50905,0.516,0.00034809113,0.00021064281,0.19431973,0.024666684798095428,0.019380612311405292,0.5095,0.4855,-4.208088e-05,-2.6226044e-05,0.18031761,,47.15190836588542,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/3,3,,,1,0.009900405752724828,0.005596571778501659,1.0050316804616966
122,ddm,100000,4,MNLE,648918312,0.50675,0.511,6.604195e-05,8.583069e-05,0.1854682,0.014955967339316065,0.013535739924431817,0.5005,0.4945,0.00011432171,0.0004825592,0.2309927,,24.47525431315104,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/3,3,5.0,5.0,1,0.006134957409375266,0.004681923400168707,0.9944184098851537
122,ddm,100000,4,MNLE*,648918312,0.5041999816894531,0.511,6.604195e-05,8.583069e-05,0.1854682,0.021362442332695457,0.01762571793358894,0.5005,0.4945,0.00011432171,0.0004825592,0.2309927,,24.47525431315104,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/3,3,5.0,5.0,1,0.006544310661454986,0.0007629042191411623,0.9893692756817039
118,ddm,100000,5,LAN,870691787,0.50135,0.50745,-1.2874603e-05,5.6028366e-05,0.2620615,0.017504118771660006,0.01749671506002162,0.5005,0.502,-0.00027906895,-0.00053453445,0.234557,,47.80345458984375,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/4,4,,,1,0.004806278405762712,0.005118316472039421,1.0152661140642454
118,ddm,100000,5,MNLE,3364775335,0.49995,0.50585,0.00017106533,2.849102e-05,0.263183,0.012734219956559613,0.029590477783596296,0.484,0.483,-4.7683716e-06,-5.8293343e-05,0.26849884,,24.814959716796874,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/4,4,5.0,5.0,1,0.005889984726559411,0.018066726341948492,1.0231021804413754
118,ddm,100000,5,MNLE*,3364775335,0.5006499886512756,0.50585,0.00017106533,2.849102e-05,0.263183,0.017819394294632467,0.02061849443555544,0.484,0.483,-4.7683716e-06,-5.8293343e-05,0.26849884,,24.814959716796874,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/4,4,5.0,5.0,1,0.005222942609342432,0.01233162269032162,1.006417623830432
96,ddm,100000,6,LAN,4014851625,0.50815,0.5094,0.00012421608,0.00014829636,0.3418296,0.022978658153725046,0.0026830595655319787,0.503,0.5105,-0.00036990643,0.0005992651,0.332092,,47.1129150390625,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/5,5,,,1,0.009652166697651926,0.0015722791261477426,1.002683059565532
96,ddm,100000,6,MNLE,124953260,0.50245,0.50485,-3.0636787e-05,7.867813e-06,0.35984147,0.011800128106348284,0.012573297249791185,0.4875,0.517,-0.00049328804,-0.00037693977,0.32362336,,24.8537109375,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/5,5,5.0,5.0,1,0.004285964616762422,0.0020415754369680792,0.9969780860526783
96,ddm,100000,6,MNLE*,124953260,0.4972499907016754,0.50485,-3.0636787e-05,7.867813e-06,0.35984147,0.014532127613671779,0.013658712723799489,0.4875,0.517,-0.00049328804,-0.00037693977,0.32362336,,24.8537109375,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/5,5,5.0,5.0,1,0.006899585592584523,0.0016633693506379011,0.9877622903531177
163,ddm,100000,7,LAN,4233208297,0.50175,0.50805,7.1406364e-05,3.1232834e-05,0.94110477,0.014421779737012756,0.02722149564892369,0.4745,0.4975,-0.0002835989,-0.00037002563,0.93900305,,47.26065266927083,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/6,6,,,1,0.005905836459826536,0.006047802807148561,1.0272214956489236
163,ddm,100000,7,MNLE,607775189,0.5129,0.50565,0.00034594536,0.00016355515,0.9521024,0.023259930967881585,0.04284021957697602,0.5105,0.5105,0.001666069,0.0009355545,1.0593231,,24.36237996419271,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/6,6,5.0,5.0,1,0.010959718069652513,0.01338010664589576,1.0407853236141509
163,ddm,100000,7,MNLE*,607775189,0.5039499998092651,0.50565,0.00034594536,0.00016355515,0.9521024,0.028270559070071567,0.04208014309897777,0.5105,0.5105,0.001666069,0.0009355545,1.0593231,,24.36237996419271,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/6,6,5.0,5.0,1,0.01192588279173068,0.011338111943687182,1.0340403830831504
139,ddm,100000,8,LAN,393032461,0.5021,0.50075,5.3286552e-05,9.679794e-05,0.33087283,0.017791604499632383,0.030906832750452293,0.519,0.5155,0.0022326708,0.0007055998,0.3441853,,47.13324788411458,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/7,7,,,1,0.008427705154705062,0.009387375495498841,1.015984805780687
139,ddm,100000,8,MNLE,144887868,0.50005,0.49645,0.00012886524,3.9339066e-06,0.33166677,0.012513803588004808,0.022127898173673777,0.49,0.512,0.00028645992,-0.00027298927,0.35097063,,24.401643880208333,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/7,7,5.0,5.0,1,0.007098689112614742,0.01602191226400394,0.9884804517746838
139,ddm,100000,8,MNLE*,144887868,0.49364998936653137,0.49645,0.00012886524,3.9339066e-06,0.33166677,0.009809552885318358,0.01727417038384533,0.49,0.512,0.00028645992,-0.00027298927,0.35097063,,24.401643880208333,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/7,7,5.0,5.0,1,0.0033078913746237837,0.0031908706937135056,1.0099683536708948
165,ddm,100000,9,LAN,2849413817,0.50645,0.505,0.00017690659,0.0002645254,1.007993,0.020294937227392812,0.03312108312217831,0.4895,0.5165,-0.00015556812,5.054474e-05,1.007344,,46.78705647786458,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/8,8,,,1,0.005799008025647354,0.008085125850056253,1.0055610092537561
165,ddm,100000,9,MNLE,3179272357,0.51915,0.5107,0.00035774708,0.0003643036,1.0120616,0.02691971786017793,0.05470124836267477,0.4945,0.497,-0.00058853626,-0.0004929304,1.0091512,,24.461458333333333,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/8,8,5.0,5.0,1,0.012528578581623165,0.009513502596986393,1.031031239063219
165,ddm,100000,9,MNLE*,3179272357,0.5062000155448914,0.5107,0.00035774708,0.0003643036,1.0120616,0.021612233683607075,0.024287100413299824,0.4945,0.497,-0.00058853626,-0.0004929304,1.0091512,,24.461458333333333,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/8,8,5.0,5.0,1,0.009523205155599887,0.007235722476685564,1.00544050438952
88,ddm,100000,10,LAN,2139582388,0.50445,0.50045,2.4318695e-05,0.00011897087,0.35373306,0.017848552990571434,0.02010825126419953,0.497,0.5045,-0.000119805336,9.346008e-05,0.3155297,,46.7536376953125,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/9,9,,,1,0.0060123466217869015,0.006413079952114051,1.0022624626971282
88,ddm,100000,10,MNLE,3151906302,0.5056,0.50135,0.00018036366,5.567074e-05,0.34444857,0.012091476155180683,0.01860932515462573,0.4895,0.5015,-0.0002104044,-0.00032556057,0.36348122,,24.580550130208334,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/9,9,5.0,5.0,1,0.006689512785762047,0.010128759222028431,0.9817936933660565
88,ddm,100000,10,MNLE*,3151906302,0.5060999989509583,0.50135,0.00018036366,5.567074e-05,0.34444857,0.008325436027528825,0.01727510074732603,0.4895,0.5015,-0.0002104044,-0.00032556057,0.36348122,,24.580550130208334,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/9,9,5.0,5.0,1,0.0029643673113153024,0.006758435117402711,0.9835684012465347
23,ddm,100000,11,LAN,3105576235,0.5038,0.5041,0.00017380714,0.00013363361,0.31767517,0.02054613784104773,0.014878744807993227,0.504,0.5155,0.0008947849,0.0007317066,0.28379232,,47.10137939453125,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/10,10,,,1,0.010401478189432961,0.001758858622265993,1.0076716831155883
23,ddm,100000,11,MNLE,2380616594,0.50365,0.50815,-2.9087067e-05,-4.4107437e-05,0.33416432,0.0066599037213255444,0.006922928839838924,0.4875,0.5045,-0.00072050095,-0.0005136728,0.34250438,,24.5399169921875,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/10,10,5.0,5.0,1,0.002468115755781791,0.001797451738779485,0.9985348247550806
23,ddm,100000,11,MNLE*,2380616594,0.5072500109672546,0.50815,-2.9087067e-05,-4.4107437e-05,0.33416432,0.018617477772694662,0.011953826488501296,0.4875,0.5045,-0.00072050095,-0.0005136728,0.34250438,,24.5399169921875,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/10,10,5.0,5.0,1,0.008387027759270915,0.002558618092622459,0.9880461735114988
62,ddm,100000,12,LAN,1737295341,0.50055,0.4998,0.00026750565,7.510185e-05,0.2646575,0.017952158066881517,0.018430256435397793,0.505,0.5095,0.00097489357,0.0006531477,0.26248062,,47.68373209635417,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/11,11,,,1,0.010691117534306988,0.009754271584508981,0.9959974423007382
62,ddm,100000,12,MNLE,3753530174,0.50265,0.49765,0.00012528896,-9.417534e-06,0.2541241,0.01070337297232392,0.017027364653259477,0.475,0.5035,-0.00016415119,0.00039160252,0.25792617,,24.721171061197918,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/11,11,5.0,5.0,1,0.006457923795342796,0.007828652828596155,0.9951335002808821
62,ddm,100000,12,MNLE*,3753530174,0.5017499923706055,0.49765,0.00012528896,-9.417534e-06,0.2541241,0.022994032803696884,0.022969676314816806,0.475,0.5035,-0.00016415119,0.00039160252,0.25792617,,24.721171061197918,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/11,11,5.0,5.0,1,0.013631027651606092,0.01617736913729078,0.9844155254178379
2,ddm,100000,13,LAN,502535017,0.51175,0.5105,-1.7642975e-05,0.0001988411,0.32457566,0.018410914558129376,0.015454138219947088,0.5,0.503,-0.00033807755,-0.0003246069,0.3533388,,47.89561767578125,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/12,12,,,1,0.004485768540697252,0.002974919146762232,1.0076727009068078
2,ddm,100000,13,MNLE,990048162,0.49355,0.50115,-2.0742416e-05,2.8014183e-05,0.32454035,0.013272890549126113,0.018637645180941798,0.5045,0.511,-0.000700593,-0.0003812313,0.3110516,,24.88985595703125,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/12,12,5.0,5.0,1,0.006077971997130185,0.005103111146728515,0.9998861901256608
2,ddm,100000,13,MNLE*,990048162,0.49540001153945923,0.50115,-2.0742416e-05,2.8014183e-05,0.32454035,0.011995319395163016,0.02643838330352954,0.5045,0.511,-0.000700593,-0.0003812313,0.3110516,,24.88985595703125,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/12,12,5.0,5.0,1,0.0038265050430301706,0.007423484862352897,1.0023579667781857
83,ddm,100000,14,LAN,2957717317,0.50115,0.5091,-5.38826e-05,0.00010216236,0.24191597,0.01665075414481484,0.00917530703528171,0.4745,0.4835,-0.0007573366,-0.00056910515,0.26220813,,47.322269694010416,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/13,13,,,1,0.003366661300328047,0.0011941589180044748,0.9961559258730197
83,ddm,100000,14,MNLE,3435810761,0.49705,0.5061,-7.331371e-05,-2.336502e-05,0.25234094,0.008517537882046535,0.016968058779134456,0.502,0.4985,0.00027680397,-0.00012993813,0.25493214,,24.52741902669271,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/13,13,5.0,5.0,1,0.0026842149296310153,0.0034888415071596232,0.9930903244076301
83,ddm,100000,14,MNLE*,3435810761,0.5088000297546387,0.5061,-7.331371e-05,-2.336502e-05,0.25234094,0.007457501775879341,0.019378044850015267,0.502,0.4985,0.00027680397,-0.00012993813,0.25493214,,24.52741902669271,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/13,13,5.0,5.0,1,0.0043263903790179276,0.002273911837479849,0.9939875652591793
124,ddm,100000,15,LAN,3601068313,0.50225,0.50365,9.775162e-05,0.00016093254,0.33287722,0.026715255059663247,0.02350284970499222,0.5135,0.5005,0.0005751848,0.00033962727,0.30549645,,47.221826171875,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/14,14,,,1,0.011180412468215578,0.01153283774184255,1.002089675125538
124,ddm,100000,15,MNLE,2500762991,0.4973,0.50995,-5.722046e-05,-3.2901764e-05,0.3383798,0.008452900741794948,0.01709942569295534,0.5,0.512,-0.0001502037,-0.00019538403,0.30626327,,24.7376708984375,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/14,14,5.0,5.0,1,0.0018326792318061197,0.0019507026318876497,1.0164440557781815
124,ddm,100000,15,MNLE*,2500762991,0.5070499777793884,0.50995,-5.722046e-05,-3.2901764e-05,0.3383798,0.008382685326619321,0.013497769665311552,0.5,0.512,-0.0001502037,-0.00019538403,0.30626327,,24.7376708984375,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/14,14,5.0,5.0,1,0.0033467535702744328,0.002381656437870523,1.011481380818854
164,ddm,100000,16,LAN,3554305729,0.50705,0.50745,-7.390976e-06,0.00012719631,0.2853288,0.018854554696823386,0.009854870362073215,0.51,0.506,0.00017273426,-9.059906e-06,0.2803128,,47.4202392578125,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/15,15,,,1,0.006313401297381643,0.005120654855152589,0.9939794996696699
164,ddm,100000,16,MNLE,453613953,0.50305,0.50095,-5.9485435e-05,-1.9311905e-05,0.2840377,0.00824070876441756,0.012517247057247292,0.5035,0.495,0.0008300543,5.38826e-05,0.27446872,,24.97916056315104,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/15,15,5.0,5.0,1,0.003334156866133725,0.0015561222597111463,1.002668915765808
164,ddm,100000,16,MNLE*,453613953,0.5039499998092651,0.50095,-5.9485435e-05,-1.9311905e-05,0.2840377,0.01508051887786303,0.022790191521916733,0.5035,0.495,0.0008300543,5.38826e-05,0.27446872,,24.97916056315104,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/15,15,5.0,5.0,1,0.007853475322833453,0.008509779937923234,0.9935713575368228
156,ddm,100000,17,LAN,3848135391,0.50725,0.5036,8.821487e-06,0.00028967857,0.28201273,0.0281410741274361,0.007542361296190016,0.5245,0.501,-0.00013542175,4.851818e-05,0.28348777,,47.4662109375,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/16,16,,,1,0.007576136076734893,0.005740686944603311,0.99245763870381
156,ddm,100000,17,MNLE,2157125728,0.5014,0.5089,9.691715e-05,7.534027e-05,0.27396798,0.01676005134326908,0.019569459066883864,0.524,0.51,-0.00045979023,-3.552437e-05,0.24408132,,24.614249674479165,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/16,16,5.0,5.0,1,0.00870076781575957,0.007348294615318166,1.0027668727730794
156,ddm,100000,17,MNLE*,2157125728,0.5037000179290771,0.5089,9.691715e-05,7.534027e-05,0.27396798,0.01198745506578047,0.016012871027124172,0.524,0.51,-0.00045979023,-3.552437e-05,0.24408132,,24.614249674479165,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/16,16,5.0,5.0,1,0.004239973423491056,0.006952952369818995,0.9993478176154911
68,ddm,100000,18,LAN,2601377262,0.51815,0.5057,1.7285347e-05,0.00043201447,0.20113146,0.03048660379928339,0.00897825472473692,0.5165,0.5085,-0.00067806244,-0.00015890598,0.1903243,,47.290470377604166,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/17,17,,,1,0.008292465080324468,0.003655657194865312,0.9941634035496435
68,ddm,100000,18,MNLE,2933160719,0.50045,0.5001,-5.054474e-05,0.00012636185,0.20223734,0.02026866953374381,0.017174844048757226,0.5065,0.4975,-0.0005700588,0.00022256374,0.22186536,,24.688092041015626,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/17,17,5.0,5.0,1,0.005429144390874385,0.004031409981002426,0.9828251559512428
68,ddm,100000,18,MNLE*,2933160719,0.5008000135421753,0.5001,-5.054474e-05,0.00012636185,0.20223734,0.0038147605643946113,0.008441022738081729,0.5065,0.4975,-0.0005700588,0.00022256374,0.22186536,,24.688092041015626,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/17,17,5.0,5.0,1,0.0019311323111960155,0.00372699903144775,0.9930143533308364
50,ddm,100000,19,LAN,3706786939,0.51115,0.4972,0.00015187263,0.00031650066,0.45846313,0.024607323945648147,0.038895791698051935,0.514,0.51,0.0001424551,0.0007981062,0.45756716,,46.35348714192708,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/18,18,,,1,0.0078074495092951696,0.007864509225311843,1.032515487823448
50,ddm,100000,19,MNLE,3482939159,0.5031,0.5009,-8.940697e-06,2.7298927e-05,0.4460107,0.015209133416400834,0.013845762894297524,0.5025,0.5,-0.0006431341,4.4941902e-05,0.5109249,,24.345937093098957,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/18,18,5.0,5.0,1,0.006951041703949293,0.00539712024086702,0.998708376452881
50,ddm,100000,19,MNLE*,3482939159,0.49630001187324524,0.5009,-8.940697e-06,2.7298927e-05,0.4460107,0.015802568534291676,0.033265349935128564,0.5025,0.5,-0.0006431341,4.4941902e-05,0.5109249,,24.345937093098957,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/18,18,5.0,5.0,1,0.0056337638353878144,0.007623370458110424,1.0169446242705233
168,ddm,100000,20,LAN,4173902842,0.5044,0.507,7.021427e-05,1.1920929e-05,0.34195197,0.012093981064815379,0.016647557862151635,0.517,0.495,0.0016145706,0.00021910667,0.32863992,,47.3553466796875,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/19,19,,,1,0.005082742497448639,0.007916622854596163,1.0115560038096985
168,ddm,100000,20,MNLE,3183509153,0.50165,0.4992,4.0650368e-05,0.00017821789,0.35287893,0.02648494562403375,0.022587825041517906,0.4905,0.496,-5.9127808e-05,-0.00021612644,0.37714195,,24.66733194986979,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/19,19,5.0,5.0,1,0.009876858149648879,0.007845982059695208,1.0023316735485024
168,ddm,100000,20,MNLE*,3183509153,0.4991999864578247,0.4992,4.0650368e-05,0.00017821789,0.35287893,0.01557057140411084,0.01460251294405885,0.4905,0.496,-5.9127808e-05,-0.00021612644,0.37714195,,24.66733194986979,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/19,19,5.0,5.0,1,0.005185308310816622,0.007370488875977993,1.0146025129440588
198,ddm,100000,21,LAN,2121301741,0.5081,0.50905,4.041195e-05,0.00010251999,0.26757452,0.01682672130782346,0.007872315170073899,0.504,0.5085,0.0009621382,0.0002747774,0.27877823,,47.435542805989584,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/20,20,,,1,0.0055181297313322,0.002999022701666636,0.9967623194275899
198,ddm,100000,21,MNLE,4155788233,0.5014,0.50265,7.510185e-05,0.00014567375,0.27760744,0.020302344237496207,0.02765756796654595,0.519,0.498,-0.00013780594,0.00011956692,0.28908935,,25.04372762044271,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/20,20,5.0,5.0,1,0.00741436507212348,0.00843758279141885,0.9924061845669807
198,ddm,100000,21,MNLE*,4155788233,0.4996500015258789,0.50265,7.510185e-05,0.00014567375,0.27760744,0.012969687297080203,0.018774988782212253,0.519,0.498,-0.00013780594,0.00011956692,0.28908935,,25.04372762044271,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/20,20,5.0,5.0,1,0.0068656583009230054,0.003521758932303091,0.9812250112177877
113,ddm,100000,22,LAN,212136054,0.50815,0.50965,0.0002309084,0.00034689903,0.2070201,0.030260505859263688,0.014055915241294641,0.49,0.4705,0.00077450275,0.0003323555,0.23767535,,47.185384114583336,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/21,21,,,1,0.01057182226123149,0.010825825267467353,0.9881517255325634
