,task,num_simulations,num_observation,algorithm,seed,C2ST,C2ST_Z,MMD,MMD_Z,MEDDIST,MEANERR,VARERR,C2ST_1K,C2ST_1K_Z,MMD_1K,MMD_1K_Z,MEDDIST_1K,NLTP,RT,KSD,KSD_1K,num_simulations_simulator,path,folder,num_bins,num_transforms,num_trials,ABSMEANERR,ABSVARERR,DISP
87,ddm,100000,190,LAN,3300657625,0.5133,0.52755,0.00038599968,0.00073957443,1.3925407,0.0314131720885872,0.09846050281077684,0.5075,0.5215,0.00028967857,0.0006235838,1.3991411,,49.57833251953125,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/189,189,,,10,0.007196916421601765,0.0032381019056582304,1.0765830091394863
87,ddm,100000,190,MNLE,2598644532,0.5315,0.533,0.0011975765,0.0017369986,1.4094613,0.05828055240656302,0.032660354376066666,0.523,0.5145,0.001568675,0.0035852194,1.4278406,,25.607126871744793,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/189,189,5.0,5.0,10,0.01024767022063025,0.001160787612202743,1.0255952285828103
87,ddm,100000,190,MNLE*,2598644532,0.5188999772071838,0.533,0.0011975765,0.0017369986,1.4094613,0.033915220972826766,0.01665242249991919,0.523,0.5145,0.001568675,0.0035852194,1.4278406,,25.607126871744793,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/189,189,5.0,5.0,10,0.00556467048162014,0.0015363254464900713,1.0048579598367333
112,ddm,100000,191,LAN,2308098750,0.5518,0.56995,0.0014618635,0.0030562878,4.119574,0.07468559161726512,0.060025527112126525,0.549,0.547,0.0028030872,0.0037961006,4.131401,,49.1087646484375,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/190,190,,,10,0.01671477022989279,0.003750013404698639,1.045178250480299
112,ddm,100000,191,MNLE,112324207,0.53315,0.53875,0.0005220175,0.0013195276,4.160564,0.04440978501047865,0.03702643151175259,0.5015,0.534,-0.00034976006,0.00031280518,4.170905,,25.537298583984374,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/190,190,5.0,5.0,10,0.008406182833376005,0.00038964120455865206,0.9800451999864834
112,ddm,100000,191,MNLE*,112324207,0.5160999894142151,0.53875,0.0005220175,0.0013195276,4.160564,0.025440593272002866,0.029816510729888064,0.5015,0.534,-0.00034976006,0.00031280518,4.170905,,25.537298583984374,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/190,190,5.0,5.0,10,0.0058644683967064015,0.0028131991076741527,1.0065745075862382
9,ddm,100000,192,LAN,3115384431,0.5439,0.637,0.0059514046,0.017930865,5.8285,0.2161820503509569,0.20549896073518015,0.5225,0.587,0.0028607845,0.013232231,5.809929,,49.40550944010417,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/191,191,,,10,0.044346159103309496,0.020869872621793666,1.1187932914620395
9,ddm,100000,192,MNLE,429100324,0.5731,0.59515,0.009316683,0.014089942,5.845497,0.2152786963723671,0.15793114727320592,0.5595,0.5445,0.011641979,0.011738896,5.8598056,,25.399422200520835,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/191,191,5.0,5.0,10,0.052581349125762816,0.03834013848581032,1.0750403469805738
9,ddm,100000,192,MNLE*,429100324,0.6158499717712402,0.59515,0.009316683,0.014089942,5.845497,0.21199225992460824,0.1614856189685175,0.5595,0.5445,0.011641979,0.011738896,5.8598056,,25.399422200520835,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/191,191,5.0,5.0,10,0.03141067596273571,0.019611688420852588,1.1204566943320768
25,ddm,100000,193,LAN,3670749809,0.54285,0.60705,0.0011073351,0.0061427355,6.5421214,0.11398203319047112,0.12353437610316632,0.5275,0.57,0.0011560917,0.006124735,6.5226784,,32.24744669596354,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/192,192,,,10,0.019431484320703726,0.0027702425944805082,1.0654659198128402
25,ddm,100000,193,MNLE,342554604,0.55115,0.5776,0.0076425076,0.011814117,6.565231,0.19080373405191822,0.11560651242099318,0.5325,0.5355,0.0060430765,0.010408163,6.56158,,15.671106974283854,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/192,192,5.0,5.0,10,0.05197556396109501,0.019993861789675216,1.0742237450935428
25,ddm,100000,193,MNLE*,342554604,0.5680500268936157,0.5776,0.0076425076,0.011814117,6.565231,0.07424381576234997,0.11865714098958066,0.5325,0.5355,0.0060430765,0.010408163,6.56158,,15.671106974283854,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/192,192,5.0,5.0,10,0.004756081059667669,0.013425748470388375,1.0913045323132748
40,ddm,100000,194,LAN,900419250,0.53995,0.5611,0.0035842657,0.0027827024,0.5452832,0.07699860088851884,0.05977815194687104,0.533,0.5415,0.0032144785,0.0033632517,0.547733,,32.48404134114583,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/193,193,,,10,0.01761189560068302,0.0019230284275146051,1.0395722428879663
40,ddm,100000,194,MNLE,3878619812,0.53595,0.5492,0.0013844967,0.0014100075,0.5478122,0.05004597931948262,0.07100891809473059,0.51,0.5035,0.000829339,0.001078248,0.5558357,,15.482005818684895,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/193,193,5.0,5.0,10,0.009858477601791704,0.004321685219268083,0.9824386249632515
40,ddm,100000,194,MNLE*,3878619812,0.5246999859809875,0.5492,0.0013844967,0.0014100075,0.5478122,0.04793419019818564,0.06440771863104089,0.51,0.5035,0.000829339,0.001078248,0.5558357,,15.482005818684895,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/193,193,5.0,5.0,10,0.008088264200137918,0.004802116797469977,0.9777531465398788
143,ddm,100000,195,LAN,2283736443,0.5308,0.55565,0.0014722347,0.0035643578,3.9235263,0.07795518282915405,0.07497618842250278,0.5115,0.553,0.0007916689,0.0015890598,3.9177387,,32.24079996744792,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/194,194,,,10,0.011453933580580083,0.0012528976475005683,1.0749761884225029
143,ddm,100000,195,MNLE,1798414893,0.5438,0.5629,0.0021243095,0.003931761,3.9361198,0.08851024016698825,0.05345726210083342,0.546,0.539,0.005425453,0.0064991713,3.9369633,,15.361301676432292,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/194,194,5.0,5.0,10,0.014686766317312111,0.001411106154521785,1.0165732644711243
143,ddm,100000,195,MNLE*,1798414893,0.5166000127792358,0.5629,0.0021243095,0.003931761,3.9361198,0.04774354158046119,0.031261485844059515,0.546,0.539,0.005425453,0.0064991713,3.9369633,,15.361301676432292,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/194,194,5.0,5.0,10,0.011494717762872989,0.0011813754490739904,1.0016004694753036
193,ddm,100000,196,LAN,1786654235,0.57995,0.5799,0.0021966696,0.005566478,2.0600457,0.11739385758058236,0.09429197439745145,0.5365,0.539,0.0027549267,0.005346298,2.0733538,,31.865728759765624,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/195,195,,,10,0.027946668026187768,0.009857929714406783,1.0925927168410348
193,ddm,100000,196,MNLE,483365070,0.539,0.5604,0.0016442537,0.0008723736,2.0677338,0.03542872279084849,0.04903956582610403,0.5215,0.5345,0.00069224834,0.00044608116,2.0672007,,15.229825846354167,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/195,195,5.0,5.0,10,0.009975255034636213,0.01069787926522783,0.950960434173896
193,ddm,100000,196,MNLE*,483365070,0.5555999875068665,0.5604,0.0016442537,0.0008723736,2.0677338,0.05294529931781865,0.040399925266913585,0.5215,0.5345,0.00069224834,0.00044608116,2.0672007,,15.229825846354167,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/195,195,5.0,5.0,10,0.004593307779548403,0.008686717800624058,0.9821691948525402
151,ddm,100000,197,LAN,1287740870,0.5192,0.51475,0.00041401386,0.0008430481,4.3617973,0.044603583776881714,0.04693906160383006,0.48,0.4745,-0.000682354,-0.0003041029,4.3764176,,31.75697021484375,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/196,196,,,10,0.005896712392172876,0.0006097484881332468,1.0469390616038299
151,ddm,100000,197,MNLE,3579866902,0.5506,0.5395,0.004930377,0.0032250881,4.376878,0.09421082793179408,0.11014157654548228,0.531,0.5175,0.002682805,0.0019454956,4.3657646,,14.541081746419271,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/196,196,5.0,5.0,10,0.018636807677233053,0.004180253355989021,0.9973825526737912
151,ddm,100000,197,MNLE*,3579866902,0.5340999960899353,0.5395,0.004930377,0.0032250881,4.376878,0.09335019731280492,0.07889412921907041,0.531,0.5175,0.002682805,0.0019454956,4.3657646,,14.541081746419271,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/196,196,5.0,5.0,10,0.020336760925841024,0.0033226622641699074,1.0388869323252898
51,ddm,100000,198,LAN,154351579,0.52975,0.54575,0.0016212463,0.0019506216,2.7889962,0.05416844514446294,0.06640349161125761,0.5195,0.5305,0.0025510788,0.0032900572,2.7813194,,31.71856689453125,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/197,197,,,10,0.012461793969821167,0.00197011852318239,1.0590855617626251
51,ddm,100000,198,MNLE,1330072235,0.52215,0.53245,0.0002900362,0.00084638596,2.7983797,0.04336075924880224,0.05537467601170492,0.48,0.5265,-0.00040006638,0.00012934208,2.8026896,,14.466729736328125,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/197,197,5.0,5.0,10,0.007236340878225403,0.003857285206336704,1.0146377684238177
51,ddm,100000,198,MNLE*,1330072235,0.5162500143051147,0.53245,0.0002900362,0.00084638596,2.7983797,0.025507869286550584,0.043174987866527806,0.48,0.5265,-0.00040006638,0.00012934208,2.8026896,,14.466729736328125,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/197,197,5.0,5.0,10,0.004676564694981747,0.003074641210678892,1.0284731098076108
106,ddm,100000,199,LAN,2970164005,0.5276,0.547,0.0014244318,0.001516223,3.6895065,0.0528626276406154,0.0626928750217009,0.4785,0.5225,-0.00049877167,-7.593632e-05,3.6883063,,31.376287841796874,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/198,198,,,10,0.014198968136645937,0.0024984537946071365,1.047709561878943
106,ddm,100000,199,MNLE,3579367963,0.52565,0.56395,0.0005837679,0.0014284849,3.6932049,0.057192099911613975,0.05556763021131195,0.5155,0.5465,0.0020874739,0.0035521984,3.7053537,,14.177101643880208,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/198,198,5.0,5.0,10,0.007662695968251476,0.001301556144379308,1.030601711669812
106,ddm,100000,199,MNLE*,3579367963,0.5246000289916992,0.56395,0.0005837679,0.0014284849,3.6932049,0.04214120656843588,0.009754787142963552,0.5155,0.5465,0.0020874739,0.0035521984,3.7053537,,14.177101643880208,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/198,198,5.0,5.0,10,0.008729670145123908,0.00016335778693868028,1.0064459096365155
4,ddm,100000,200,LAN,1265808504,0.54855,0.568,0.0051693916,0.0050872564,0.44100642,0.09696039948878121,0.06016963991057498,0.545,0.5365,0.005451441,0.0055035353,0.4346424,,31.269472249348958,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-22/21-43-48/199,199,,,10,0.020080426410422625,0.0024702594737251535,1.060169639910575
4,ddm,100000,200,MNLE,304275875,0.5556,0.5617,0.0070540905,0.006675005,0.4408995,0.11269037936493724,0.08066475924927756,0.5395,0.5295,0.007150531,0.006242037,0.44876033,,14.230184936523438,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/199,199,5.0,5.0,10,0.023366152102639884,0.0070002947281867095,0.9739107755358903
4,ddm,100000,200,MNLE*,304275875,0.5370500087738037,0.5617,0.0070540905,0.006675005,0.4408995,0.0888385128690697,0.08077612591089986,0.5395,0.5295,0.007150531,0.006242037,0.44876033,,14.230184936523438,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-29/00-40-46/199,199,5.0,5.0,10,0.016899256650940497,0.006672669173051037,1.0119302678092454
63,ddm,100000,201,LAN,28043028,0.725,0.7279,0.05087781,0.13294423,14.341419,0.6616409272702106,0.19432445168235774,0.7095,0.695,0.05275941,0.13899696,14.435396,,77.47249348958333,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/1,1,,,100,0.030722233470738956,0.00039883112789498545,1.048970098084549
122,ddm,100000,201,MNLE,4212954989,0.76325,0.76405,0.21797144,0.15434444,14.4670315,0.7032076775009983,0.21119045414585103,0.738,0.715,0.19061899,0.13829827,14.380493,,42.187967936197914,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/0,0,5.0,5.0,100,0.0547637977321697,0.00176982806990413,0.7888095458541489
122,ddm,100000,201,MNLE*,4212954989,0.6471499800682068,0.76405,0.21797144,0.15434444,14.4670315,0.36994065673338344,0.17472548827279913,0.738,0.715,0.19061899,0.13829827,14.380493,,42.187967936197914,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/0,0,5.0,5.0,100,0.03199424976512677,0.0005599581258765625,1.115935801775371
28,ddm,100000,202,LAN,1654473841,0.7592,0.7798,0.019993067,0.12758988,17.294533,0.6192593033985243,0.3627289444690194,0.762,0.7555,0.02127409,0.13071054,17.31403,,77.43688151041667,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/2,2,,,100,0.01933721857553755,0.006416125862120608,1.3061884193922206
62,ddm,100000,202,MNLE,3609507521,0.65415,0.6666,0.07957268,0.060046792,17.498081,0.4016939788439407,0.17325792534043022,0.669,0.6415,0.09298074,0.07181513,17.493567,,41.91472574869792,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/1,1,5.0,5.0,100,0.056433234143582006,0.002639080784229843,1.1184142768118654
62,ddm,100000,202,MNLE*,3609507521,0.6362500190734863,0.6666,0.07957268,0.060046792,17.498081,0.3821227172527211,0.12986310124969003,0.669,0.6415,0.09298074,0.07181513,17.493567,,41.91472574869792,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/1,1,5.0,5.0,100,0.04073809012325222,0.00046105942383578016,1.12986310124969
122,ddm,100000,203,LAN,3547059928,0.7177,0.73995,0.051071405,0.13457417,16.168,0.6480888721800255,0.22032688374783252,0.7005,0.6955,0.041727662,0.12680006,15.913523,,77.24122721354166,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/3,3,,,100,0.036014343230637694,0.002065219313425274,1.123981873733009
27,ddm,100000,203,MNLE,385144037,0.6771,0.68775,0.022276163,0.06592059,16.163242,0.43325368068354553,0.19739754356130257,0.6625,0.66,0.024707317,0.061357856,15.967742,,41.538920084635414,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/2,2,5.0,5.0,100,0.020689766262411313,0.003508633777404768,1.1955591574511792
27,ddm,100000,203,MNLE*,385144037,0.6021999716758728,0.68775,0.022276163,0.06592059,16.163242,0.18591490200338387,0.16574967868694185,0.6625,0.66,0.024707317,0.061357856,15.967742,,41.538920084635414,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/2,2,5.0,5.0,100,0.011883193015416016,0.00302670484674755,1.165749678686942
118,ddm,100000,204,LAN,1564572262,0.8004,0.82185,0.04409349,0.22373337,3.029552,0.8367926769409493,0.24245643158689728,0.79,0.7765,0.03994608,0.1938132,3.0427332,,77.77836100260417,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/4,4,,,100,0.04055825552339666,0.008659383153907739,0.9907448898884581
121,ddm,100000,204,MNLE,2946894156,0.6189,0.6694,0.04567933,0.050674677,3.0686584,0.4117907957513197,0.33726268032240303,0.5845,0.638,0.027992964,0.0371114,3.089193,,42.11895751953125,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/3,3,5.0,5.0,100,0.04972259021094068,0.0041697634944669,1.227594142529853
121,ddm,100000,204,MNLE*,2946894156,0.7271999716758728,0.6694,0.04567933,0.050674677,3.0686584,0.3327129805538203,0.413102511245186,0.5845,0.638,0.027992964,0.0371114,3.089193,,42.11895751953125,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/3,3,5.0,5.0,100,0.045335624991788094,0.0008332310054876091,1.413102511245186
96,ddm,100000,205,LAN,452106665,0.6341,0.6468,0.028336287,0.03763199,13.359692,0.3252117926303132,0.1239990036183322,0.6225,0.611,0.02563548,0.03580904,13.615381,,77.5001220703125,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/5,5,,,100,0.022816627875722285,0.0004993493851021156,1.0812186585570416
117,ddm,100000,205,MNLE,3270500317,0.59975,0.605,0.034315705,0.026242614,13.515953,0.32440499828472524,0.019780544100773297,0.584,0.5675,0.03326571,0.025695562,13.641907,,41.64303792317708,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/4,4,5.0,5.0,100,0.028111675298553622,0.00024841177553031394,0.9805981599001151
117,ddm,100000,205,MNLE*,3270500317,0.541100025177002,0.605,0.034315705,0.026242614,13.515953,0.06328770444324676,0.08386675503249623,0.584,0.5675,0.03326571,0.025695562,13.641907,,41.64303792317708,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/4,4,5.0,5.0,100,0.005490978992753283,0.0008134620121670665,1.014948631430296
162,ddm,100000,206,LAN,7029210,0.79975,0.86905,0.07642865,0.34301943,9.725922,0.9773763560222188,0.2384767712308396,0.784,0.8525,0.07469952,0.32948923,9.732314,,78.138818359375,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/6,6,,,100,0.03261653518527741,0.0023042612807824938,1.0283028995406365
95,ddm,100000,206,MNLE,552776248,0.61405,0.819,0.01005435,0.14779717,9.730928,0.5424831929664609,0.5287378947057068,0.5595,0.8175,0.011607051,0.14446497,9.725199,,41.7948486328125,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/5,5,5.0,5.0,100,0.013436762355268,0.001566038523067605,1.4498023628962597
95,ddm,100000,206,MNLE*,552776248,0.6973000168800354,0.819,0.01005435,0.14779717,9.730928,0.17833225570310623,0.6041171860473165,0.5595,0.8175,0.011607051,0.14446497,9.725199,,41.7948486328125,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/5,5,5.0,5.0,100,0.0090854491099715,0.0010243166049831464,1.600461496447218
138,ddm,100000,207,LAN,287493599,0.7507,0.76875,0.063954234,0.1622805,19.156187,0.6467237594270562,0.23676733487100998,0.7055,0.746,0.06523502,0.14888638,19.332047,,77.669677734375,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/7,7,,,100,0.028488240612408247,0.0005468552449845634,1.097105716228838
162,ddm,100000,207,MNLE,1306037890,0.6438,0.66525,0.008068562,0.030124903,19.454681,0.2712734405835351,0.18427862342231494,0.573,0.617,0.010151863,0.030311465,19.928764,,41.75116780598958,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/6,6,5.0,5.0,100,0.009457000235692598,0.00106781011941153,1.1244954664616431
162,ddm,100000,207,MNLE*,1306037890,0.6817499995231628,0.66525,0.008068562,0.030124903,19.454681,0.3204537823686494,0.20527904677155512,0.573,0.617,0.010151863,0.030311465,19.928764,,41.75116780598958,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/6,6,5.0,5.0,100,0.010246706300574211,0.0006432571935095903,1.205279046771555
164,ddm,100000,208,LAN,1230295142,0.76455,0.7925,0.04093957,0.14799011,18.005177,0.6799243754203895,0.26082108084698036,0.7735,0.788,0.03917396,0.15155607,18.182625,,77.40587565104167,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/8,8,,,100,0.04093009065546409,0.001505355013091562,1.2121972583830065
138,ddm,100000,208,MNLE,180964834,0.6528,0.67585,0.008869171,0.06646955,18.390438,0.43974609700281364,0.17742561952116429,0.6515,0.654,0.009423733,0.062790155,18.574738,,42.04820149739583,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/7,7,5.0,5.0,100,0.02236397032468408,0.0014422757138202317,1.1510337350166218
138,ddm,100000,208,MNLE*,180964834,0.6707000136375427,0.67585,0.008869171,0.06646955,18.390438,0.3274707046723557,0.31183786290219706,0.6515,0.654,0.009423733,0.062790155,18.574738,,42.04820149739583,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/7,7,5.0,5.0,100,0.02294336053991868,0.005255409416995441,1.3118378629021972
88,ddm,100000,209,LAN,3941204594,0.6921,0.6966,0.03376484,0.08992469,12.237423,0.5540402682159917,0.16831890138856645,0.6805,0.685,0.043208122,0.09901941,12.338902,,77.9443359375,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/9,9,,,100,0.029328950446471547,0.0012342827968653228,1.0181969858964297
164,ddm,100000,209,MNLE,2011621211,0.6538,0.6659,0.03021884,0.04791999,12.370964,0.36765031739270493,0.2251479738303583,0.6165,0.637,0.03227675,0.045672774,12.49756,,42.12655029296875,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/8,8,5.0,5.0,100,0.02450362886553631,0.0008350874028154388,1.2251479738303583
164,ddm,100000,209,MNLE*,2011621211,0.6046500205993652,0.6659,0.03021884,0.04791999,12.370964,0.17401804114536865,0.256619877990104,0.6165,0.637,0.03227675,0.045672774,12.49756,,42.12655029296875,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/8,8,5.0,5.0,100,0.016453611394146028,0.0011976759759509896,1.256619877990104
23,ddm,100000,210,LAN,2634766305,0.8405,0.89275,0.10143739,0.41451442,18.194172,1.1818537831628952,0.2359971215836209,0.838,0.8785,0.10539067,0.41127884,18.245762,,77.63375651041666,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/10,10,,,100,0.062133660549018546,0.005243444707230297,1.2135105559960229
87,ddm,100000,210,MNLE,691406429,0.74095,0.77075,0.003525734,0.11380863,18.369797,0.42856428883735687,0.13574842263360487,0.554,0.755,0.0055708885,0.12544835,18.245693,,41.69520670572917,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/9,9,5.0,5.0,100,0.010826497522555267,0.0017626655642063763,1.0169308279150697
87,ddm,100000,210,MNLE*,691406429,0.7130500078201294,0.77075,0.003525734,0.11380863,18.369797,0.2861004611750533,0.22235201630420598,0.554,0.755,0.0055708885,0.12544835,18.245693,,41.69520670572917,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/9,9,5.0,5.0,100,0.010910237849596854,0.002611558457452366,1.222352016304206
62,ddm,100000,211,LAN,2626587832,0.7078,0.7317,0.05343294,0.12760872,19.974045,0.6640349883218877,0.18869322415011924,0.7065,0.7095,0.04789269,0.13763082,19.587963,,76.74876302083334,,,150000000000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-24/04-03-04/11,11,,,100,0.036425765078442335,0.000714350174608644,1.145001375261671
22,ddm,100000,211,MNLE,567607641,0.66885,0.6877,0.0042363405,0.030228972,20.133629,0.1886231468190187,0.2860515299346445,0.5925,0.668,0.009608626,0.03633797,20.137865,,41.28305257161458,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/10,10,5.0,5.0,100,0.004495735584845548,0.0019243737556978136,1.2860515299346447
22,ddm,100000,211,MNLE*,567607641,0.6692500114440918,0.6877,0.0042363405,0.030228972,20.133629,0.19596261252220498,0.2355341270117861,0.5925,0.668,0.009608626,0.03633797,20.137865,,41.28305257161458,,,100000.0,/home/janfb/qode/sbibm/lan_nle_comparison/../../results/benchmarking_sbi/multirun/2021-10-25/11-01-18/10,10,5.0,5.0,100,0.006779534422936662,0.0019195843890754964,1.2087512838946082
